No	Group	SubjectID	ItemID	ResponseText	ItemNo	ItemText
1022	Level2	K2011	t002	идёт	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1023	Level2	K2012	t002	езъжает	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1024	Level2	K2013	t002	идёт	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1025	Level2	K2014	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1026	Level2	K2015	t002	бегает	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1027	Level2	K2016	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1028	Level2	K2017	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1029	Level2	K2018	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1030	Level2	K2019	t002	ведёт	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1031	Level2	K2020	t002	идёт	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1032	Level2	K2021	t002	ходит	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1033	Level2	K2022	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1034	Level2	K2023	t002	едет	2	Q: Что машина сейчас делает? A: Сейчас она ____________.
1036	Level2	K2001	t003	ездить	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1037	Level2	K2002	t003	ездила	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1038	Level2	K2003	t003	летал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1039	Level2	K2004	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1040	Level2	K2005	t003	летел	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1041	Level2	K2006	t003	летал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1042	Level2	K2007	t003	съездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1043	Level2	K2008	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1044	Level2	K2009	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1045	Level2	K2010	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1046	Level2	K2011	t003	летала	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1047	Level2	K2012	t003	прилетел	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1048	Level2	K2013	t003	вылетал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1049	Level2	K2014	t003	поехал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1050	Level2	K2015	t003	прилетал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1051	Level2	K2016	t003	полетил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1052	Level2	K2017	t003	поехал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1053	Level2	K2018	t003	летал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1054	Level2	K2019	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1055	Level2	K2020	t003	приехал	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1056	Level2	K2021	t003	прилетил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1057	Level2	K2022	t003	Ездила	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1058	Level2	K2023	t003	ездил	3	Q: Где вы провели прошлое лето? A: Я ______________ к сестре в Москву.
1060	Level2	K2001	t004	ползать	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1061	Level2	K2002	t004	ходят	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1062	Level2	K2003	t004	ползает	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1063	Level2	K2004	t004	ходят	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1064	Level2	K2005	t004	ползут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1065	Level2	K2006	t004	лезают	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1066	Level2	K2007	t004	лежают	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1067	Level2	K2008	t004	отдыхают	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1068	Level2	K2009	t004	идут на море	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1069	Level2	K2010	t004	ползает	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1070	Level2	K2011	t004	ползут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1071	Level2	K2012	t004	лезут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1072	Level2	K2013	t004	идут на море	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1073	Level2	K2014	t004	вернулись	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1074	Level2	K2015	t004	ползать	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1075	Level2	K2016	t004	ползуют	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1076	Level2	K2017	t004	идут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1077	Level2	K2018	t004	ползут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1078	Level2	K2019	t004	ползают	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1079	Level2	K2020	t004	ходят	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1080	Level2	K2021	t004	ползают	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1081	Level2	K2022	t004	спят	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1082	Level2	K2023	t004	ползут	4	Q: Что черепахи сейчас делают? A: Сейчас они ____________.
1084	Level2	K2001	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1085	Level2	K2002	t005	ездить	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1086	Level2	K2003	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1087	Level2	K2004	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1088	Level2	K2005	t005	плыть	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1089	Level2	K2006	t005	ездить	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1090	Level2	K2007	t005	-	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1091	Level2	K2008	t005	путешествовать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1092	Level2	K2009	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1093	Level2	K2010	t005	плыть	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1094	Level2	K2011	t005	объезжать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1095	Level2	K2012	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1096	Level2	K2013	t005	плывать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1097	Level2	K2014	t005	поехать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1098	Level2	K2015	t005	плыть	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1099	Level2	K2016	t005	-	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1100	Level2	K2017	t005	поехать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1101	Level2	K2018	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1102	Level2	K2019	t005	плавать	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1103	Level2	K2020	t005	проездить	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1104	Level2	K2021	t005	плыть	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1105	Level2	K2022	t005	ездить	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1106	Level2	K2023	t005	ездить	5	Q: Что вы хотите делать, когда выйдете на пенсию? A: Я хочу ___________ по просторам океана.
1108	Level2	K2001	t006	ехать	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1109	Level2	K2002	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1110	Level2	K2003	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1111	Level2	K2004	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1112	Level2	K2005	t006	ведёт	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1113	Level2	K2006	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1114	Level2	K2007	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1115	Level2	K2008	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1116	Level2	K2009	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1117	Level2	K2010	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1118	Level2	K2011	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1119	Level2	K2012	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1120	Level2	K2013	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1121	Level2	K2014	t006	идут	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1122	Level2	K2015	t006	подводит	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1123	Level2	K2016	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1124	Level2	K2017	t006	водит	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1125	Level2	K2018	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1126	Level2	K2019	t006	ездит	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1127	Level2	K2020	t006	приведит	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1128	Level2	K2021	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1129	Level2	K2022	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1130	Level2	K2023	t006	едет	6	Q: Что водитель сейчас делает? A: Сейчас он _____________ на дачу.
1132	Level2	K2001	t007	плыть	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1133	Level2	K2002	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1134	Level2	K2003	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1135	Level2	K2004	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1136	Level2	K2005	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1137	Level2	K2006	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1138	Level2	K2007	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1139	Level2	K2008	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1140	Level2	K2009	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1141	Level2	K2010	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1142	Level2	K2011	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1143	Level2	K2012	t007	плываю	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1144	Level2	K2013	t007	плыну	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1145	Level2	K2014	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1146	Level2	K2015	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1147	Level2	K2016	t007	-	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1148	Level2	K2017	t007	еду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1149	Level2	K2018	t007	плывут	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1150	Level2	K2019	t007	плычу	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1151	Level2	K2020	t007	везду	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1152	Level2	K2021	t007	плываю	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1153	Level2	K2022	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1154	Level2	K2023	t007	плыву	7	Q: Что вы сейчас делаете? A: Сейчас я __________ на юг.
1156	Level2	K2001	t008	ползти	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1157	Level2	K2002	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1158	Level2	K2003	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1159	Level2	K2004	t008	лезет	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1160	Level2	K2005	t008	лезет	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1161	Level2	K2006	t008	лезает	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1162	Level2	K2007	t008	-	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1163	Level2	K2008	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1164	Level2	K2009	t008	идёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1165	Level2	K2010	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1166	Level2	K2011	t008	идёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1167	Level2	K2012	t008	лезет	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1168	Level2	K2013	t008	лезает	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1169	Level2	K2014	t008	идет	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1170	Level2	K2015	t008	ползать	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1171	Level2	K2016	t008	ползать	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1172	Level2	K2017	t008	идёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1173	Level2	K2018	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1174	Level2	K2019	t008	-	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1175	Level2	K2020	t008	лезет	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1176	Level2	K2021	t008	ползает	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1177	Level2	K2022	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1178	Level2	K2023	t008	ползёт	8	Q: Что гусеница сейчас делает? A: Сейчас она ____________.
1180	Level2	K2001	t009	идти	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1181	Level2	K2002	t009	идут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1182	Level2	K2003	t009	идут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1183	Level2	K2004	t009	идут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1184	Level2	K2005	t009	лазут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1185	Level2	K2006	t009	идёт	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1186	Level2	K2007	t009	закроются в провке	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1187	Level2	K2008	t009	идут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1188	Level2	K2009	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1189	Level2	K2010	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1190	Level2	K2011	t009	ходят	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1191	Level2	K2012	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1192	Level2	K2013	t009	идут по дороге	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1193	Level2	K2014	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1194	Level2	K2015	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1195	Level2	K2016	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1196	Level2	K2017	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1197	Level2	K2018	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1198	Level2	K2019	t009	едете	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1199	Level2	K2020	t009	йдят	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1200	Level2	K2021	t009	ходят	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1201	Level2	K2022	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1202	Level2	K2023	t009	едут	9	Q: Что машины сейчас делают? A: Сейчас они ____________.
1204	Level2	K2001	t010	лететь	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1205	Level2	K2002	t010	едет	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1206	Level2	K2003	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1207	Level2	K2004	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1208	Level2	K2005	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1209	Level2	K2006	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1210	Level2	K2007	t010	летает	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1211	Level2	K2008	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1212	Level2	K2009	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1213	Level2	K2010	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1214	Level2	K2011	t010	полетет	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1215	Level2	K2012	t010	летает	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1216	Level2	K2013	t010	влетит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1217	Level2	K2014	t010	летет	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1218	Level2	K2015	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1219	Level2	K2016	t010	летает	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1220	Level2	K2017	t010	едет	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1221	Level2	K2018	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1222	Level2	K2019	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1223	Level2	K2020	t010	полетет	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1224	Level2	K2021	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1225	Level2	K2022	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1226	Level2	K2023	t010	летит	10	Q: Что он сейчас делает? A: Сейчас он __________ во Владивосток.
1228	Level2	K2001	t011	идти	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1229	Level2	K2002	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1230	Level2	K2003	t011	идут	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1231	Level2	K2004	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1232	Level2	K2005	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1233	Level2	K2006	t011	бежит	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1234	Level2	K2007	t011	остается	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1235	Level2	K2008	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1236	Level2	K2009	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1237	Level2	K2010	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1238	Level2	K2011	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1239	Level2	K2012	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1240	Level2	K2013	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1241	Level2	K2014	t011	едет в корею	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1242	Level2	K2015	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1243	Level2	K2016	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1244	Level2	K2017	t011	поедет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1245	Level2	K2018	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1246	Level2	K2019	t011	едит	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1247	Level2	K2020	t011	йдёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1248	Level2	K2021	t011	идёт	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1249	Level2	K2022	t011	едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1250	Level2	K2023	t011	Едет	11	Q: Что поезд сейчас делает? A: Сейчас он ____________.
1252	Level2	K2001	t012	плыть	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1253	Level2	K2002	t012	идёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1254	Level2	K2003	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1255	Level2	K2004	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1256	Level2	K2005	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1257	Level2	K2006	t012	идёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1258	Level2	K2007	t012	выступает	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1259	Level2	K2008	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1260	Level2	K2009	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1261	Level2	K2010	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1262	Level2	K2011	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1263	Level2	K2012	t012	плавает	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1264	Level2	K2013	t012	идёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1265	Level2	K2014	t012	едут	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1266	Level2	K2015	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1267	Level2	K2016	t012	-	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1268	Level2	K2017	t012	поедет	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1269	Level2	K2018	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1270	Level2	K2019	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1271	Level2	K2020	t012	йдёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1272	Level2	K2021	t012	плывает	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1273	Level2	K2022	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1274	Level2	K2023	t012	плывёт	12	Q: Что пароход сейчас делает? A: Сейчас он ____________.
1276	Level2	K2001	t013	ходить	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1277	Level2	K2002	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1278	Level2	K2003	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1279	Level2	K2004	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1280	Level2	K2005	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1281	Level2	K2006	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1282	Level2	K2007	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1283	Level2	K2008	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1284	Level2	K2009	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1285	Level2	K2010	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1286	Level2	K2011	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1287	Level2	K2012	t013	был	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1288	Level2	K2013	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1289	Level2	K2014	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1290	Level2	K2015	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1291	Level2	K2016	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1292	Level2	K2017	t013	пошёл	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1293	Level2	K2018	t013	шёл	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1294	Level2	K2019	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1295	Level2	K2020	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1296	Level2	K2021	t013	был	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1297	Level2	K2022	t013	холил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1298	Level2	K2023	t013	ходил	13	Q: Где был твой сын вчера? A: Вчера он _________ в школу.
1300	Level2	K2001	t014	бежать	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1301	Level2	K2002	t014	бегает	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1302	Level2	K2003	t014	бежит	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1303	Level2	K2004	t014	бежит	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1304	Level2	K2005	t014	бежит	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1305	Level2	K2006	t014	бежит	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1306	Level2	K2007	t014	доидёт здесь	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1307	Level2	K2008	t014	бегает	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
1308	Level2	K2009	t014	бегает	14	Q: Что собака сейчас делает? A: Сейчас она ____________.
