No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	ResponsePath	ResponseManner	ResponseDirection	ResponseAspect	PathY	MannerY	DirectionY	AspectY
451	Level1	K1010	15.0	21.0	F	14.0	0.0	t022	плавают	filler	-	swim	multi	impf	-	Empty	x	x	x	x	0	0	0	0
452	Level1	K1011	15.0	23.0	M	18.0	0.0	t022	плавают	filler	-	swim	multi	impf	-	Empty	x	x	x	x	0	0	0	0
453	Level1	K1012	15.0	23.0	F	20.0	0.0	t022	плавают	filler	-	swim	multi	impf	едут	MotionVerb	-	ride	uni	impf	1	0	0	1
454	Level1	K1013	14.0	20.0	M	12.0	0.0	t022	плавают	filler	-	swim	multi	impf	едут	MotionVerb	-	ride	uni	impf	1	0	0	1
455	Level1	K1014	13.0	29.0	F	84.0	6.0	t022	плавают	filler	-	swim	multi	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	1	1
456	Level1	K1015	12.0	22.0	M	21.0	0.0	t022	плавают	filler	-	swim	multi	impf	едут	MotionVerb	-	ride	uni	impf	1	0	0	1
457	Level1	K1016	12.0	20.0	M	18.0	0.0	t022	плавают	filler	-	swim	multi	impf	пересекает реку	OtherVerb	x	x	x	impf	0	0	0	1
458	Level1	K1017	12.0	20.0	M	24.0	60.0	t022	плавают	filler	-	swim	multi	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	1	1
459	Level1	K1018	11.0	19.0	F	20.0	0.0	t022	плавают	filler	-	swim	multi	impf	плават	MotionVerb	-	swim	multi	impf	1	1	1	1
460	Level1	K1019	9.0	22.0	F	18.0	0.0	t022	плавают	filler	-	swim	multi	impf	едут	MotionVerb	-	ride	uni	impf	1	0	0	1
461	Level1	K1020	9.0	22.0	F	20.0	0.0	t022	плавают	filler	-	swim	multi	impf	-	Empty	x	x	x	x	0	0	0	0
462	Level1	K1021	5.0	20.0	F	19.0	0.0	t022	плавают	filler	-	swim	multi	impf	-	Empty	x	x	x	x	0	0	0	0
463	Level1	K1001	19.0	27.0	M	24.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
464	Level1	K1002	18.0	33.0	F	48.0	0.75	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
465	Level1	K1003	18.0	20.0	F	54.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
466	Level1	K1004	17.0	25.0	M	36.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	-	Empty	x	x	x	x	0	0	0	0
467	Level1	K1005	17.0	36.0	M	156.0	1.0	t023	летают	DirectionItem	-	fly	multi	impf	слетают	MotionVerb	s	fly	-	impf	0	1	0	1
468	Level1	K1006	16.0	20.0	F	24.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
469	Level1	K1007	16.0	20.0	F	48.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
470	Level1	K1008	16.0	20.0	F	18.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
471	Level1	K1009	16.0	19.0	F	18.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летят	MotionVerb	-	fly	uni	impf	1	1	0	1
472	Level1	K1010	15.0	21.0	F	14.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	-	Empty	x	x	x	x	0	0	0	0
473	Level1	K1011	15.0	23.0	M	18.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летет	MotionVerb	-	fly	uni	impf	1	1	0	1
474	Level1	K1012	15.0	23.0	F	20.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	ходут	MotionVerb	-	walk	multi	impf	1	0	1	1
475	Level1	K1013	14.0	20.0	M	12.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	сидут	MotionVerb	s	walk	-	pf	0	0	0	0
476	Level1	K1014	13.0	29.0	F	84.0	6.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
477	Level1	K1015	12.0	22.0	M	21.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	шёл	MotionVerb	-	walk	uni	impf	1	0	0	1
478	Level1	K1016	12.0	20.0	M	18.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летят	MotionVerb	-	fly	uni	impf	1	1	0	1
479	Level1	K1017	12.0	20.0	M	24.0	60.0	t023	летают	DirectionItem	-	fly	multi	impf	улетают	MotionVerb	u	fly	-	impf	0	1	0	1
480	Level1	K1018	11.0	19.0	F	20.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летит	MotionVerb	-	fly	uni	impf	1	1	0	1
481	Level1	K1019	9.0	22.0	F	18.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	идут	MotionVerb	-	walk	uni	impf	1	0	0	1
482	Level1	K1020	9.0	22.0	F	20.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	-	Empty	x	x	x	x	0	0	0	0
483	Level1	K1021	5.0	20.0	F	19.0	0.0	t023	летают	DirectionItem	-	fly	multi	impf	летают	MotionVerb	-	fly	multi	impf	1	1	1	1
484	Level1	K1001	19.0	27.0	M	24.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	бегают	MotionVerb	-	run	multi	impf	1	1	0	1
485	Level1	K1002	18.0	33.0	F	48.0	0.75	t024	бегут	DirectionItem	-	run	uni	impf	бегут	MotionVerb	-	run	uni	impf	1	1	1	1
486	Level1	K1003	18.0	20.0	F	54.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	бегут	MotionVerb	-	run	uni	impf	1	1	1	1
487	Level1	K1004	17.0	25.0	M	36.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
488	Level1	K1005	17.0	36.0	M	156.0	1.0	t024	бегут	DirectionItem	-	run	uni	impf	прогонять	OtherVerb	x	x	x	impf	0	0	0	1
489	Level1	K1006	16.0	20.0	F	24.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	бегают	MotionVerb	-	run	multi	impf	1	1	0	1
490	Level1	K1007	16.0	20.0	F	48.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	бегают	MotionVerb	-	run	multi	impf	1	1	0	1
491	Level1	K1008	16.0	20.0	F	18.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
492	Level1	K1009	16.0	19.0	F	18.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
493	Level1	K1010	15.0	21.0	F	14.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
494	Level1	K1011	15.0	23.0	M	18.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
495	Level1	K1012	15.0	23.0	F	20.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
496	Level1	K1013	14.0	20.0	M	12.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	приидут	MotionVerb	pri	walk	-	pf	0	0	0	0
497	Level1	K1014	13.0	29.0	F	84.0	6.0	t024	бегут	DirectionItem	-	run	uni	impf	ьегают	MotionVerb	-	run	multi	impf	1	1	0	1
498	Level1	K1015	12.0	22.0	M	21.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	ходят	MotionVerb	-	walk	multi	impf	1	0	0	1
499	Level1	K1016	12.0	20.0	M	18.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	бегут	MotionVerb	-	run	uni	impf	1	1	1	1
500	Level1	K1017	12.0	20.0	M	24.0	60.0	t024	бегут	DirectionItem	-	run	uni	impf	бегают	MotionVerb	-	run	multi	impf	1	1	0	1
501	Level1	K1018	11.0	19.0	F	20.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
502	Level1	K1019	9.0	22.0	F	18.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
503	Level1	K1020	9.0	22.0	F	20.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
504	Level1	K1021	5.0	20.0	F	19.0	0.0	t024	бегут	DirectionItem	-	run	uni	impf	ходит	MotionVerb	-	walk	multi	impf	1	0	0	1
505	Level1	K1001	19.0	27.0	M	24.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	ушёл	MotionVerb	u	walk	-	pf	1	1	1	1
506	Level1	K1002	18.0	33.0	F	48.0	0.75	t025	ушёл	PathItem	u	walk	-	pf	уедет	MotionVerb	u	ride	-	pf	1	0	1	1
507	Level1	K1003	18.0	20.0	F	54.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	ушёл	MotionVerb	u	walk	-	pf	1	1	1	1
508	Level1	K1004	17.0	25.0	M	36.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	уехал	MotionVerb	u	ride	-	pf	1	0	1	1
509	Level1	K1005	17.0	36.0	M	156.0	1.0	t025	ушёл	PathItem	u	walk	-	pf	ушёл	MotionVerb	u	walk	-	pf	1	1	1	1
510	Level1	K1006	16.0	20.0	F	24.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	вышёл	MotionVerb	vy	walk	-	pf	0	1	1	1
511	Level1	K1007	16.0	20.0	F	48.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	вышёл	MotionVerb	vy	walk	-	pf	0	1	1	1
512	Level1	K1008	16.0	20.0	F	18.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	-	Empty	x	x	x	x	0	0	0	0
513	Level1	K1009	16.0	19.0	F	18.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	уехал	MotionVerb	u	ride	-	pf	1	0	1	1
514	Level1	K1010	15.0	21.0	F	14.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	уехал	MotionVerb	u	ride	-	pf	1	0	1	1
515	Level1	K1011	15.0	23.0	M	18.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	пошёл	MotionVerb	po	walk	-	pf	0	1	1	1
516	Level1	K1012	15.0	23.0	F	20.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	пошёл	MotionVerb	po	walk	-	pf	0	1	1	1
517	Level1	K1013	14.0	20.0	M	12.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	ушёл	MotionVerb	u	walk	-	pf	1	1	1	1
518	Level1	K1014	13.0	29.0	F	84.0	6.0	t025	ушёл	PathItem	u	walk	-	pf	выходит	MotionVerb	vy	walk	-	impf	0	1	1	0
519	Level1	K1015	12.0	22.0	M	21.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	пришёл	MotionVerb	pri	walk	-	pf	0	1	1	1
520	Level1	K1016	12.0	20.0	M	18.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	улетел	MotionVerb	u	fly	-	pf	1	0	1	1
521	Level1	K1017	12.0	20.0	M	24.0	60.0	t025	ушёл	PathItem	u	walk	-	pf	-	Empty	x	x	x	x	0	0	0	0
522	Level1	K1018	11.0	19.0	F	20.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	уехал	MotionVerb	u	ride	-	pf	1	0	1	1
523	Level1	K1019	9.0	22.0	F	18.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	пошёл	MotionVerb	po	walk	-	pf	0	1	1	1
524	Level1	K1020	9.0	22.0	F	20.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	иду	MotionVerb	-	walk	uni	impf	0	1	0	0
525	Level1	K1021	5.0	20.0	F	19.0	0.0	t025	ушёл	PathItem	u	walk	-	pf	ходит	MotionVerb	-	walk	multi	impf	0	1	0	0
526	Level1	K1001	19.0	27.0	M	24.0	0.0	t026	влететь	PathItem	v	fly	-	pf	влетет	MotionVerb	v	fly	-	pf	1	1	1	1
527	Level1	K1002	18.0	33.0	F	48.0	0.75	t026	влететь	PathItem	v	fly	-	pf	влететь	MotionVerb	v	fly	-	pf	1	1	1	1
528	Level1	K1003	18.0	20.0	F	54.0	0.0	t026	влететь	PathItem	v	fly	-	pf	влетить	MotionVerb	v	fly	-	pf	1	1	1	1
529	Level1	K1004	17.0	25.0	M	36.0	0.0	t026	влететь	PathItem	v	fly	-	pf	войти	MotionVerb	v	walk	-	pf	1	0	1	1
530	Level1	K1005	17.0	36.0	M	156.0	1.0	t026	влететь	PathItem	v	fly	-	pf	войти	MotionVerb	v	walk	-	pf	1	0	1	1
531	Level1	K1006	16.0	20.0	F	24.0	0.0	t026	влететь	PathItem	v	fly	-	pf	войти	MotionVerb	v	walk	-	pf	1	0	1	1
532	Level1	K1007	16.0	20.0	F	48.0	0.0	t026	влететь	PathItem	v	fly	-	pf	воитй	MotionVerb	v	walk	-	pf	1	0	1	1
533	Level1	K1008	16.0	20.0	F	18.0	0.0	t026	влететь	PathItem	v	fly	-	pf	приходить	MotionVerb	pri	walk	-	impf	0	0	1	0
534	Level1	K1009	16.0	19.0	F	18.0	0.0	t026	влететь	PathItem	v	fly	-	pf	войти	MotionVerb	v	walk	-	pf	1	0	1	1
535	Level1	K1010	15.0	21.0	F	14.0	0.0	t026	влететь	PathItem	v	fly	-	pf	выходить	MotionVerb	vy	walk	-	impf	0	0	1	0
536	Level1	K1011	15.0	23.0	M	18.0	0.0	t026	влететь	PathItem	v	fly	-	pf	лететь	MotionVerb	-	fly	uni	impf	0	1	0	0
537	Level1	K1012	15.0	23.0	F	20.0	0.0	t026	влететь	PathItem	v	fly	-	pf	выйдть	MotionVerb	vy	walk	-	pf	0	0	1	1
538	Level1	K1013	14.0	20.0	M	12.0	0.0	t026	влететь	PathItem	v	fly	-	pf	уйдти	MotionVerb	u	walk	-	pf	0	0	1	1
539	Level1	K1014	13.0	29.0	F	84.0	6.0	t026	влететь	PathItem	v	fly	-	pf	выйти	MotionVerb	vy	walk	-	pf	0	0	1	1
540	Level1	K1015	12.0	22.0	M	21.0	0.0	t026	влететь	PathItem	v	fly	-	pf	выйти	MotionVerb	vy	walk	-	pf	0	0	1	1
541	Level1	K1016	12.0	20.0	M	18.0	0.0	t026	влететь	PathItem	v	fly	-	pf	вылететь	MotionVerb	vy	fly	-	pf	0	1	1	1
542	Level1	K1017	12.0	20.0	M	24.0	60.0	t026	влететь	PathItem	v	fly	-	pf	входит	MotionVerb	v	walk	-	impf	1	0	1	0
543	Level1	K1018	11.0	19.0	F	20.0	0.0	t026	влететь	PathItem	v	fly	-	pf	выйти	MotionVerb	vy	walk	-	pf	0	0	1	1
544	Level1	K1019	9.0	22.0	F	18.0	0.0	t026	влететь	PathItem	v	fly	-	pf	идёт	MotionVerb	-	walk	uni	impf	0	0	0	0
545	Level1	K1020	9.0	22.0	F	20.0	0.0	t026	влететь	PathItem	v	fly	-	pf	-	Empty	x	x	x	x	0	0	0	0
546	Level1	K1021	5.0	20.0	F	19.0	0.0	t026	влететь	PathItem	v	fly	-	pf	влечить	MotionVerb	v	fly	-	impf	1	1	1	0
547	Level1	K1001	19.0	27.0	M	24.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	идут	MotionVerb	-	walk	uni	impf	0	0	0	0
548	Level1	K1002	18.0	33.0	F	48.0	0.75	t027	приплыли	PathItem	pri	swim	-	pf	выйдут	MotionVerb	vy	walk	-	pf	0	0	1	1
549	Level1	K1003	18.0	20.0	F	54.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	вйдут	MotionVerb	v	walk	uni	impf	0	0	0	0
550	Level1	K1004	17.0	25.0	M	36.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	-	Empty	x	x	x	x	0	0	0	0
551	Level1	K1005	17.0	36.0	M	156.0	1.0	t027	приплыли	PathItem	pri	swim	-	pf	пришли	MotionVerb	pri	walk	-	pf	1	0	1	1
552	Level1	K1006	16.0	20.0	F	24.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	пытают	OtherVerb	x	x	x	impf	0	0	0	0
553	Level1	K1007	16.0	20.0	F	48.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	пытают	OtherVerb	x	x	x	impf	0	0	0	0
554	Level1	K1008	16.0	20.0	F	18.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	идут	MotionVerb	-	walk	uni	impf	0	0	0	0
555	Level1	K1009	16.0	19.0	F	18.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	ездили	MotionVerb	-	ride	multi	impf	0	0	0	0
556	Level1	K1010	15.0	21.0	F	14.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	-	Empty	x	x	x	x	0	0	0	0
557	Level1	K1011	15.0	23.0	M	18.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	-	Empty	x	x	x	x	0	0	0	0
558	Level1	K1012	15.0	23.0	F	20.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	пришёл	MotionVerb	pri	walk	-	pf	1	0	1	1
559	Level1	K1013	14.0	20.0	M	12.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	приедут	MotionVerb	pri	ride	-	pf	1	0	1	1
560	Level1	K1014	13.0	29.0	F	84.0	6.0	t027	приплыли	PathItem	pri	swim	-	pf	выйти	MotionVerb	vy	walk	-	pf	0	0	1	1
561	Level1	K1015	12.0	22.0	M	21.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	приходят	MotionVerb	pri	walk	-	impf	1	0	1	0
562	Level1	K1016	12.0	20.0	M	18.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	уехали	MotionVerb	u	ride	-	pf	0	0	1	1
563	Level1	K1017	12.0	20.0	M	24.0	60.0	t027	приплыли	PathItem	pri	swim	-	pf	идут	MotionVerb	-	walk	uni	impf	0	0	0	0
564	Level1	K1018	11.0	19.0	F	20.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	выйдут	MotionVerb	vy	walk	-	pf	0	0	1	1
565	Level1	K1019	9.0	22.0	F	18.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	идут	MotionVerb	-	walk	uni	impf	0	0	0	0
566	Level1	K1020	9.0	22.0	F	20.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	-	Empty	x	x	x	x	0	0	0	0
567	Level1	K1021	5.0	20.0	F	19.0	0.0	t027	приплыли	PathItem	pri	swim	-	pf	выходят	MotionVerb	vy	walk	-	impf	0	0	1	0
568	Level1	K1001	19.0	27.0	M	24.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	перейдут	MotionVerb	pere	walk	-	pf	1	1	1	0
569	Level1	K1002	18.0	33.0	F	48.0	0.75	t028	переходят	PathItem	pere	walk	-	impf	переправятся	OtherVerb	x	x	x	pf	0	0	0	0
570	Level1	K1003	18.0	20.0	F	54.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	пройдут	MotionVerb	pro	walk	-	pf	0	1	1	0
571	Level1	K1004	17.0	25.0	M	36.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	переидут	MotionVerb	pere	walk	-	pf	1	1	1	0
572	Level1	K1005	17.0	36.0	M	156.0	1.0	t028	переходят	PathItem	pere	walk	-	impf	перейдут	MotionVerb	pere	walk	-	pf	1	1	1	0
573	Level1	K1006	16.0	20.0	F	24.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	прийти	MotionVerb	pri	walk	-	pf	0	1	1	0
574	Level1	K1007	16.0	20.0	F	48.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	приитй	MotionVerb	pri	walk	-	pf	0	1	1	0
575	Level1	K1008	16.0	20.0	F	18.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	гуляли	OtherVerb	x	x	x	impf	0	0	0	1
576	Level1	K1009	16.0	19.0	F	18.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	ходили	MotionVerb	-	walk	multi	impf	0	1	0	1
577	Level1	K1010	15.0	21.0	F	14.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	-	Empty	x	x	x	x	0	0	0	0
578	Level1	K1011	15.0	23.0	M	18.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	-	Empty	x	x	x	x	0	0	0	0
579	Level1	K1012	15.0	23.0	F	20.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	вышли	MotionVerb	vy	walk	-	pf	0	1	1	0
580	Level1	K1013	14.0	20.0	M	12.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	проидут	MotionVerb	pro	walk	-	pf	0	1	1	0
581	Level1	K1014	13.0	29.0	F	84.0	6.0	t028	переходят	PathItem	pere	walk	-	impf	переходит	MotionVerb	pere	walk	-	impf	1	1	1	1
582	Level1	K1015	12.0	22.0	M	21.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	приходят	MotionVerb	pri	walk	-	impf	0	1	1	1
583	Level1	K1016	12.0	20.0	M	18.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	переходят	MotionVerb	pere	walk	-	impf	1	1	1	1
584	Level1	K1017	12.0	20.0	M	24.0	60.0	t028	переходят	PathItem	pere	walk	-	impf	переходят	MotionVerb	pere	walk	-	impf	1	1	1	1
585	Level1	K1018	11.0	19.0	F	20.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	проидут	MotionVerb	pro	walk	-	pf	0	1	1	0
586	Level1	K1019	9.0	22.0	F	18.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	пошли	MotionVerb	po	walk	-	pf	0	1	1	0
587	Level1	K1020	9.0	22.0	F	20.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	-	Empty	x	x	x	x	0	0	0	0
588	Level1	K1021	5.0	20.0	F	19.0	0.0	t028	переходят	PathItem	pere	walk	-	impf	ходят	MotionVerb	-	walk	multi	impf	0	1	0	1
589	Level1	K1001	19.0	27.0	M	24.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выедет	MotionVerb	vy	ride	-	pf	1	0	1	0
590	Level1	K1002	18.0	33.0	F	48.0	0.75	t029	выходят	PathItem	vy	walk	-	impf	выходят	MotionVerb	vy	walk	-	impf	1	1	1	1
591	Level1	K1003	18.0	20.0	F	54.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выйдут	MotionVerb	vy	walk	-	pf	1	1	1	0
592	Level1	K1004	17.0	25.0	M	36.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выидут	MotionVerb	vy	walk	-	pf	1	1	1	0
593	Level1	K1005	17.0	36.0	M	156.0	1.0	t029	выходят	PathItem	vy	walk	-	impf	выйдут	MotionVerb	vy	walk	-	pf	1	1	1	0
594	Level1	K1006	16.0	20.0	F	24.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	уидут	MotionVerb	u	walk	-	pf	0	1	1	0
595	Level1	K1007	16.0	20.0	F	48.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	подидёт	MotionVerb	pod	walk	-	pf	0	1	1	0
596	Level1	K1008	16.0	20.0	F	18.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выходть	MotionVerb	vy	walk	-	impf	1	1	1	1
597	Level1	K1009	16.0	19.0	F	18.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выходят	MotionVerb	vy	walk	-	impf	1	1	1	1
598	Level1	K1010	15.0	21.0	F	14.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	-	Empty	x	x	x	x	0	0	0	0
599	Level1	K1011	15.0	23.0	M	18.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	-	Empty	x	x	x	x	0	0	0	0
600	Level1	K1012	15.0	23.0	F	20.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	вышли	MotionVerb	vy	walk	-	pf	1	1	1	0
601	Level1	K1013	14.0	20.0	M	12.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выидут	MotionVerb	vy	walk	-	pf	1	1	1	0
602	Level1	K1014	13.0	29.0	F	84.0	6.0	t029	выходят	PathItem	vy	walk	-	impf	выйдут	MotionVerb	vy	walk	-	pf	1	1	1	0
603	Level1	K1015	12.0	22.0	M	21.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	войдут	MotionVerb	v	walk	-	pf	0	1	1	0
604	Level1	K1016	12.0	20.0	M	18.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	вышли	MotionVerb	vy	walk	-	pf	1	1	1	0
605	Level1	K1017	12.0	20.0	M	24.0	60.0	t029	выходят	PathItem	vy	walk	-	impf	выходят	MotionVerb	vy	walk	-	impf	1	1	1	1
606	Level1	K1018	11.0	19.0	F	20.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выйдут	MotionVerb	vy	walk	-	pf	1	1	1	0
607	Level1	K1019	9.0	22.0	F	18.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	пришли	MotionVerb	pri	walk	-	pf	0	1	1	0
608	Level1	K1020	9.0	22.0	F	20.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	вышел	MotionVerb	vy	walk	-	pf	1	1	1	0
609	Level1	K1021	5.0	20.0	F	19.0	0.0	t029	выходят	PathItem	vy	walk	-	impf	выходят	MotionVerb	vy	walk	-	impf	1	1	1	1
610	Level1	K1001	19.0	27.0	M	24.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	приедет	MotionVerb	pri	ride	-	pf	0	1	1	0
611	Level1	K1002	18.0	33.0	F	48.0	0.75	t030	подъезжает	filler	pod	ride	-	impf	идёт	MotionVerb	-	walk	uni	impf	0	0	0	1
612	Level1	K1003	18.0	20.0	F	54.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	приедет	MotionVerb	pri	ride	-	pf	0	1	1	0
613	Level1	K1004	17.0	25.0	M	36.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	приедет	MotionVerb	pri	ride	-	pf	0	1	1	0
614	Level1	K1005	17.0	36.0	M	156.0	1.0	t030	подъезжает	filler	pod	ride	-	impf	придёт	MotionVerb	pri	walk	-	pf	0	0	1	0
615	Level1	K1006	16.0	20.0	F	24.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	уидёт	MotionVerb	u	walk	-	pf	0	0	1	0
616	Level1	K1007	16.0	20.0	F	48.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	приехал	MotionVerb	pri	ride	-	pf	0	1	1	0
617	Level1	K1008	16.0	20.0	F	18.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	идёт	MotionVerb	-	walk	uni	impf	0	0	0	1
618	Level1	K1009	16.0	19.0	F	18.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	подходит	MotionVerb	pod	walk	-	impf	1	0	1	1
619	Level1	K1010	15.0	21.0	F	14.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	-	Empty	x	x	x	x	0	0	0	0
620	Level1	K1011	15.0	23.0	M	18.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	приехал	MotionVerb	pri	ride	-	pf	0	1	1	0
621	Level1	K1012	15.0	23.0	F	20.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	пойдёт	MotionVerb	po	walk	-	pf	0	0	1	0
622	Level1	K1013	14.0	20.0	M	12.0	0.0	t030	подъезжает	filler	pod	ride	-	impf	поедет	MotionVerb	po	ride	-	pf	0	1	1	0
623	Level1	K1014	13.0	29.0	F	84.0	6.0	t030	подъезжает	filler	pod	ride	-	impf	подходит	MotionVerb	pod	walk	-	impf	1	0	1	1
